"unit","geo","time","values"
"PER_KM2","DE132",2003,178.6
"PER_KM2","DE133",2003,227.7
"PER_KM2","DE134",2003,222.3
"PER_KM2","DE135",2003,185
"PER_KM2","DE136",2003,206.7
"PER_KM2","DE137",2003,183.2
"PER_KM2","DE138",2003,332.7
"PER_KM2","DE139",2003,273.7
"PER_KM2","DE13A",2003,147.6
"PER_KM2","DE14",2003,201
"PER_KM2","DE141",2003,257
"PER_KM2","DE142",2003,411.6
"PER_KM2","DE143",2003,210.9
"PER_KM2","DE144",2003,1006.7
"PER_KM2","DE145",2003,139
"PER_KM2","DE146",2003,132.3
"PER_KM2","DE147",2003,305.4
"PER_KM2","DE148",2003,167.3
"PER_KM2","DE149",2003,111.2
"PER_KM2","DE2",2003,175.8
"PER_KM2","DE21",2003,238.6
"PER_KM2","DE211",2003,892.2
"PER_KM2","DE212",2003,3998.2
"PER_KM2","DE213",2003,1609.5
"PER_KM2","DE214",2003,192.5
"PER_KM2","DE215",2003,120.9
"PER_KM2","DE216",2003,106.6
"PER_KM2","DE217",2003,229.1
"PER_KM2","DE218",2003,221.8
"PER_KM2","DE219",2003,101
"PER_KM2","DE21A",2003,137.7
"PER_KM2","DE21B",2003,197.2
"PER_KM2","DE21C",2003,454.6
"PER_KM2","DE21D",2003,86.5
"PER_KM2","DE21E",2003,136.3
"PER_KM2","DE21F",2003,108.3
"PER_KM2","DE21G",2003,137.5
"PER_KM2","DE21H",2003,454.4
"PER_KM2","DE21I",2003,123
"PER_KM2","DE21J",2003,150.2
"PER_KM2","DE21K",2003,169
"PER_KM2","DE21L",2003,261.5
"PER_KM2","DE21M",2003,110.8
"PER_KM2","DE21N",2003,134.5
"PER_KM2","DE22",2003,115.5
"PER_KM2","DE221",2003,916
"PER_KM2","DE222",2003,727.4
"PER_KM2","DE223",2003,657.3
"PER_KM2","DE224",2003,135.8
"PER_KM2","DE225",2003,83.7
"PER_KM2","DE226",2003,105.4
"PER_KM2","DE227",2003,108.6
"PER_KM2","DE228",2003,123.1
"PER_KM2","DE229",2003,84.5
"PER_KM2","DE22A",2003,93.3
"PER_KM2","DE22B",2003,80.8
"PER_KM2","DE22C",2003,104.8
"PER_KM2","DE23",2003,112.4
"PER_KM2","DE231",2003,889.7
"PER_KM2","DE232",2003,1588.9
"PER_KM2","DE233",2003,624.3
"PER_KM2","DE234",2003,86.8
"PER_KM2","DE235",2003,87
"PER_KM2","DE236",2003,95.5
"PER_KM2","DE237",2003,70.8
"PER_KM2","DE238",2003,129.1
"PER_KM2","DE239",2003,98.3
"PER_KM2","DE23A",2003,73
"PER_KM2","DE24",2003,153.7
"PER_KM2","DE241",2003,1275.8
"PER_KM2","DE242",2003,1115.6
"PER_KM2","DE243",2003,878.7
"PER_KM2","DE244",2003,860.3
"PER_KM2","DE245",2003,123.4
"PER_KM2","DE246",2003,85.9
"PER_KM2","DE247",2003,156
"PER_KM2","DE248",2003,176.2
"PER_KM2","DE249",2003,120.8
"PER_KM2","DE24A",2003,114.8
"PER_KM2","DE24B",2003,118.6
"PER_KM2","DE24C",2003,136.2
"PER_KM2","DE24D",2003,138.3
"PER_KM2","DE25",2003,235.4
"PER_KM2","DE251",2003,406.6
"PER_KM2","DE252",2003,1331.6
"PER_KM2","DE253",2003,1765.4
"PER_KM2","DE254",2003,2647.7
"PER_KM2","DE255",2003,946.3
"PER_KM2","DE256",2003,93.4
"PER_KM2","DE257",2003,231.2
"PER_KM2","DE258",2003,371.3
"PER_KM2","DE259",2003,211.2
"PER_KM2","DE25A",2003,78.6
"PER_KM2","DE25B",2003,140.2
"PER_KM2","DE25C",2003,98.2
"PER_KM2","DE26",2003,157.6
"PER_KM2","DE261",2003,1098.3
"PER_KM2","DE262",2003,1533.4
"PER_KM2","DE263",2003,1509.2
"PER_KM2","DE264",2003,250.4
"PER_KM2","DE265",2003,96
"PER_KM2","DE266",2003,85
"PER_KM2","DE267",2003,92.3
"PER_KM2","DE268",2003,130.7
"PER_KM2","DE269",2003,183.8
"PER_KM2","DE26A",2003,100.1
"PER_KM2","DE26B",2003,138.8
"PER_KM2","DE26C",2003,165
"PER_KM2","DE27",2003,178.1
"PER_KM2","DE271",2003,1766.1
"PER_KM2","DE272",2003,1065
"PER_KM2","DE273",2003,972.8
"PER_KM2","DE274",2003,586.1
"PER_KM2","DE275",2003,161.6
"PER_KM2","DE276",2003,224.5
"PER_KM2","DE277",2003,120.2
"PER_KM2","DE278",2003,161
"PER_KM2","DE279",2003,315.6
"PER_KM2","DE27A",2003,242.5
"PER_KM2","DE27B",2003,95.7
"PER_KM2","DE27C",2003,110.3
"PER_KM2","DE27D",2003,102.8
"PER_KM2","DE27E",2003,97.7
"PER_KM2","DE3",2003,3802
"PER_KM2","DE30",2003,3802
"PER_KM2","DE300",2003,3802
"PER_KM2","DE4",2003,87.5
"PER_KM2","DE40",2003,87.5
"PER_KM2","DE401",2003,331.4
"PER_KM2","DE402",2003,659.4
"PER_KM2","DE403",2003,458.6
"PER_KM2","DE404",2003,769.4
"PER_KM2","DE405",2003,115.9
"PER_KM2","DE406",2003,70.8
"PER_KM2","DE407",2003,66.9
"PER_KM2","DE408",2003,89.1
"PER_KM2","DE409",2003,89.8
"PER_KM2","DE40A",2003,109.3
"PER_KM2","DE40B",2003,113.1
"PER_KM2","DE40C",2003,86.3
"PER_KM2","DE40D",2003,44.1
"PER_KM2","DE40E",2003,78
"PER_KM2","DE40F",2003,43.3
"PER_KM2","DE40G",2003,86.4
"PER_KM2","DE40H",2003,76.9
"PER_KM2","DE40I",2003,47.3
"PER_KM2","DE5",2003,1639
"PER_KM2","DE50",2003,1639
"PER_KM2","DE501",2003,1671.4
"PER_KM2","DE502",2003,1505.1
"PER_KM2","DE6",2003,2292.5
"PER_KM2","DE60",2003,2292.5
"PER_KM2","DE600",2003,2292.5
"PER_KM2","DE7",2003,288.4
"PER_KM2","DE71",2003,505.4
"PER_KM2","DE711",2003,1139.9
"PER_KM2","DE712",2003,2590.8
"PER_KM2","DE713",2003,2655.2
"PER_KM2","DE714",2003,1332.9
"PER_KM2","DE715",2003,369.2
"PER_KM2","DE716",2003,440.3
"PER_KM2","DE717",2003,555.8
"PER_KM2","DE718",2003,471
"PER_KM2","DE719",2003,293
"PER_KM2","DE71A",2003,1002.6
"PER_KM2","DE71B",2003,161.2
"PER_KM2","DE71C",2003,946.9
"PER_KM2","DE71D",2003,228.7
"PER_KM2","DE71E",2003,270.7
"PER_KM2","DE72",2003,198
"PER_KM2","DE721",2003,299.2
"PER_KM2","DE722",2003,246.2
"PER_KM2","DE723",2003,238.1
"PER_KM2","DE724",2003,201.1
"PER_KM2","DE725",2003,80.7
"PER_KM2","DE73",2003,152.3
"PER_KM2","DE731",2003,1819.2
"PER_KM2","DE732",2003,158.9
"PER_KM2","DE733",2003,117.4
"PER_KM2","DE734",2003,190
"PER_KM2","DE735",2003,125.1
"PER_KM2","DE736",2003,92
"PER_KM2","DE737",2003,109.2
"PER_KM2","DE8",2003,75
"PER_KM2","DE80",2003,75
"PER_KM2","DE803",2003,1095.5
"PER_KM2","DE804",2003,752.9
"PER_KM2","DE80K",2003,66.9
"PER_KM2","DE80L",2003,78
"PER_KM2","DE80M",2003,78.8
"PER_KM2","DE80O",2003,49.9
"PER_KM2","DE9",2003,167.7
"PER_KM2","DE91",2003,205.5
"PER_KM2","DE911",2003,1276.7
"PER_KM2","DE912",2003,492.7
"PER_KM2","DE913",2003,600.6
"PER_KM2","DE914",2003,111.5
"PER_KM2","DE915",2003,236.8
"PER_KM2","DE916",2003,159.8
"PER_KM2","DE917",2003,146.8
"PER_KM2","DE918",2003,117.5
"PER_KM2","DE919",2003,131.6
"PER_KM2","DE91A",2003,250.9
"PER_KM2","DE91B",2003,176
"PER_KM2","DE92",2003,239.6
"PER_KM2","DE922",2003,107.9
"PER_KM2","DE923",2003,202.9
"PER_KM2","DE925",2003,242.7
"PER_KM2","DE926",2003,115.6
"PER_KM2","DE927",2003,90.1
"PER_KM2","DE928",2003,246.5
"PER_KM2","DE929",2003,491.7
"PER_KM2","DE93",2003,109.3
"PER_KM2","DE931",2003,118.2
"PER_KM2","DE932",2003,99.6
"PER_KM2","DE933",2003,191.1
"PER_KM2","DE934",2003,42.4
"PER_KM2","DE935",2003,130.3
"PER_KM2","DE936",2003,172.5
"PER_KM2","DE937",2003,79.2
"PER_KM2","DE938",2003,76.1
"PER_KM2","DE939",2003,153.7
"PER_KM2","DE93A",2003,67
"PER_KM2","DE93B",2003,169.9
"PER_KM2","DE94",2003,164.4
"PER_KM2","DE941",2003,1219.3
"PER_KM2","DE942",2003,457.4
"PER_KM2","DE943",2003,1533.5
"PER_KM2","DE944",2003,1377.6
"PER_KM2","DE945",2003,818
"PER_KM2","DE946",2003,156.3
"PER_KM2","DE947",2003,147.1
"PER_KM2","DE948",2003,107.7
"PER_KM2","DE949",2003,106.6
"PER_KM2","DE94A",2003,167.3
"PER_KM2","DE94B",2003,135.2
"PER_KM2","DE94C",2003,151.2
"PER_KM2","DE94D",2003,116.8
"PER_KM2","DE94E",2003,168.5
"PER_KM2","DE94F",2003,160
"PER_KM2","DE94G",2003,114.7
"PER_KM2","DE94H",2003,87.8
"PER_KM2","DEA",2003,530.4
"PER_KM2","DEA1",2003,991.8
"PER_KM2","DEA11",2003,2636.9
"PER_KM2","DEA12",2003,2180.2
"PER_KM2","DEA13",2003,2792.7
"PER_KM2","DEA14",2003,1734.2
"PER_KM2","DEA15",2003,1541.6
"PER_KM2","DEA16",2003,1878.8
"PER_KM2","DEA17",2003,2861.9
"PER_KM2","DEA18",2003,1582.1
"PER_KM2","DEA19",2003,1840.4
"PER_KM2","DEA1A",2003,2155
"PER_KM2","DEA1B",2003,247.4
"PER_KM2","DEA1C",2003,1247.7
"PER_KM2","DEA1D",2003,774.4
"PER_KM2","DEA1E",2003,539.7
"PER_KM2","DEA1F",2003,458.3
"PER_KM2","DEA2",2003,589.4
"PER_KM2","DEA22",2003,2195.1
"PER_KM2","DEA23",2003,2387.5
"PER_KM2","DEA24",2003,2040.4
"PER_KM2","DEA26",2003,289.9
"PER_KM2","DEA27",2003,654.9
"PER_KM2","DEA28",2003,153.8
"PER_KM2","DEA29",2003,406.4
"PER_KM2","DEA2A",2003,315.9
"PER_KM2","DEA2B",2003,636.3
"PER_KM2","DEA2C",2003,512.4
"PER_KM2","DEA3",2003,380.2
"PER_KM2","DEA31",2003,1198.1
"PER_KM2","DEA32",2003,2610.3
"PER_KM2","DEA33",2003,889
"PER_KM2","DEA34",2003,257.8
"PER_KM2","DEA35",2003,197.5
"PER_KM2","DEA36",2003,858.6
"PER_KM2","DEA37",2003,246.1
"PER_KM2","DEA38",2003,215.1
"PER_KM2","DEA4",2003,317.6
"PER_KM2","DEA41",2003,1267.1
"PER_KM2","DEA42",2003,362
"PER_KM2","DEA43",2003,567.9
"PER_KM2","DEA44",2003,129.2
"PER_KM2","DEA45",2003,292.4
"PER_KM2","DEA46",2003,280.8
"PER_KM2","DEA47",2003,237.1
"PER_KM2","DEA5",2003,474.1
"PER_KM2","DEA51",2003,2668.1
"PER_KM2","DEA52",2003,2105.6
"PER_KM2","DEA53",2003,1250.8
"PER_KM2","DEA54",2003,816.7
"PER_KM2","DEA55",2003,3370.1
"PER_KM2","DEA56",2003,850.5
"PER_KM2","DEA57",2003,143
"PER_KM2","DEA58",2003,429.6
"PER_KM2","DEA59",2003,199.9
"PER_KM2","DEA5A",2003,260.6
"PER_KM2","DEA5B",2003,232.7
"PER_KM2","DEA5C",2003,789.7
"PER_KM2","DEB",2003,204.5
"PER_KM2","DEB1",2003,189.3
"PER_KM2","DEB11",2003,1026.2
"PER_KM2","DEB12",2003,166.3
"PER_KM2","DEB13",2003,213.9
"PER_KM2","DEB14",2003,183.2
"PER_KM2","DEB15",2003,115.5
"PER_KM2","DEB16",2003,91.7
"PER_KM2","DEB17",2003,260.8
"PER_KM2","DEB18",2003,296.3
"PER_KM2","DEB19",2003,110.1
"PER_KM2","DEB1A",2003,165.6
"PER_KM2","DEB1B",2003,205.7
"PER_KM2","DEB2",2003,104.4
"PER_KM2","DEB21",2003,855.4
"PER_KM2","DEB22",2003,97
"PER_KM2","DEB23",2003,59
"PER_KM2","DEB24",2003,70.5
"PER_KM2","DEB25",2003,127.5
"PER_KM2","DEB3",2003,294.3
"PER_KM2","DEB31",2003,1088
"PER_KM2","DEB32",2003,710.6
"PER_KM2","DEB33",2003,499.8
"PER_KM2","DEB34",2003,2093.7
"PER_KM2","DEB35",2003,1900.9
"PER_KM2","DEB36",2003,460.4
"PER_KM2","DEB37",2003,719.7
"PER_KM2","DEB38",2003,1179
"PER_KM2","DEB39",2003,745.9
"PER_KM2","DEB3A",2003,505.1
"PER_KM2","DEB3B",2003,215
"PER_KM2","DEB3C",2003,226.6
"PER_KM2","DEB3D",2003,122.5
"PER_KM2","DEB3E",2003,269.3
"PER_KM2","DEB3F",2003,172
"PER_KM2","DEB3G",2003,135.8
"PER_KM2","DEB3H",2003,172.5
"PER_KM2","DEB3I",2003,486
"PER_KM2","DEB3J",2003,327.1
"PER_KM2","DEB3K",2003,110
"PER_KM2","DEC",2003,413.9
"PER_KM2","DEC0",2003,413.9
"PER_KM2","DEC01",2003,848
"PER_KM2","DEC02",2003,191.6
"PER_KM2","DEC03",2003,585.6
"PER_KM2","DEC04",2003,461.3
"PER_KM2","DEC05",2003,372.6
"PER_KM2","DEC06",2003,199.5
"PER_KM2","DED",2003,235.4
"PER_KM2","DED2",2003,211.7
"PER_KM2","DED21",2003,1468
"PER_KM2","DED41",2003,1137.7
"PER_KM2","DED51",2003,1667.2
"PER_KM2","DEE",2003,124
"PER_KM2","DEE0",2003,124
"PER_KM2","DEE02",2003,1775.8
"PER_KM2","DEE03",2003,1134
"PER_KM2","DEE04",2003,43.1
"PER_KM2","DEE0D",2003,56.2
"PER_KM2","DEF",2003,178.9
"PER_KM2","DEF0",2003,178.9
"PER_KM2","DEF01",2003,1507.7
"PER_KM2","DEF02",2003,1969.4
"PER_KM2","DEF03",2003,994.8
"PER_KM2","DEF04",2003,1106.3
"PER_KM2","DEF05",2003,96.2
"PER_KM2","DEF06",2003,146
"PER_KM2","DEF07",2003,81
"PER_KM2","DEF08",2003,147.2
"PER_KM2","DEF09",2003,446.2
"PER_KM2","DEF0A",2003,124.4
"PER_KM2","DEF0B",2003,124.9
"PER_KM2","DEF0C",2003,96.3
"PER_KM2","DEF0D",2003,189.6
"PER_KM2","DEF0E",2003,129.7
"PER_KM2","DEF0F",2003,289.2
"PER_KM2","DEG",2003,147.3
"PER_KM2","DEG0",2003,147.3
"PER_KM2","DEG01",2003,746
"PER_KM2","DEG02",2003,705.7
"PER_KM2","DEG03",2003,889.2
"PER_KM2","DEG04",2003,438.6
"PER_KM2","DEG05",2003,762.5
"PER_KM2","DEG06",2003,119.1
"PER_KM2","DEG07",2003,135.2
"PER_KM2","DEG09",2003,119.6
"PER_KM2","DEG0A",2003,88.2
"PER_KM2","DEG0B",2003,116
"PER_KM2","DEG0C",2003,156.1
"PER_KM2","DEG0D",2003,98.4
"PER_KM2","DEG0E",2003,77.2
"PER_KM2","DEG0F",2003,142.2
"PER_KM2","DEG0G",2003,111.9
"PER_KM2","DEG0H",2003,152.6
"PER_KM2","DEG0I",2003,124.5
"PER_KM2","DEG0J",2003,113.4
"PER_KM2","DEG0K",2003,83.6
"PER_KM2","DEG0L",2003,142.6
"PER_KM2","DEG0M",2003,193.5
"PER_KM2","DEG0N",2003,425.6
"PER_KM2","DEG0P",2003,108.7
"PER_KM2","DK",2003,125.1
"PER_KM2","DK0",2003,125.1
"PER_KM2","EE",2003,31.6
"PER_KM2","EE0",2003,31.6
"PER_KM2","EE00",2003,31.6
"PER_KM2","EE001",2003,123.5
"PER_KM2","EE004",2003,14.6
"PER_KM2","EE006",2003,15.8
"PER_KM2","EE007",2003,51.6
"PER_KM2","EE008",2003,22.9
"PER_KM2","EFTA",2003,27.4
"PER_KM2","EL",2003,83.5
"PER_KM2","EL3",2003,1031.5
"PER_KM2","EL30",2003,1031.5
"PER_KM2","EL301",2003,4276.5
"PER_KM2","EL302",2003,7496.6
"PER_KM2","EL303",2003,13302.3
"PER_KM2","EL304",2003,7925.5
"PER_KM2","EL305",2003,277.7
"PER_KM2","EL306",2003,154
"PER_KM2","EL307",2003,593.1
"PER_KM2","EL4",2003,63.8
"PER_KM2","EL41",2003,52.1
"PER_KM2","EL411",2003,48.4
"PER_KM2","EL412",2003,54.7
"PER_KM2","EL413",2003,58.8
"PER_KM2","EL42",2003,60.2
"PER_KM2","EL421",2003,72.7
"PER_KM2","EL422",2003,46.9
"PER_KM2","EL43",2003,71.4
"PER_KM2","EL431",2003,111
"PER_KM2","EL432",2003,41.1
"PER_KM2","EL433",2003,53.3
"PER_KM2","EL434",2003,61.9
"PER_KM2","EL5",2003,60.3
"PER_KM2","EL51",2003,42.2
"PER_KM2","EL511",2003,34.2
"PER_KM2","EL512",2003,60.1
"PER_KM2","EL513",2003,42.6
"PER_KM2","EL514",2003,27.8
"PER_KM2","EL515",2003,66.4
"PER_KM2","EL52",2003,98.9
"PER_KM2","EL521",2003,82.2
"PER_KM2","EL522",2003,309.9
"PER_KM2","EL523",2003,32.4
"PER_KM2","EL524",2003,56.9
"PER_KM2","EL525",2003,79.2
"PER_KM2","EL526",2003,46.7
"PER_KM2","EL527",2003,32.1
"PER_KM2","EL53",2003,31.1
"PER_KM2","EL531",2003,32.5
"PER_KM2","EL532",2003,30.2
"PER_KM2","EL533",2003,27.5
"PER_KM2","EL54",2003,37.7
"PER_KM2","EL541",2003,50.6
"PER_KM2","EL542",2003,28.1
"PER_KM2","EL543",2003,33.8
"PER_KM2","EL6",2003,48
"PER_KM2","EL61",2003,53.1
"PER_KM2","EL611",2003,42.2
"PER_KM2","EL612",2003,53.5
"PER_KM2","EL613",2003,77
"PER_KM2","EL62",2003,90.1
"PER_KM2","EL621",2003,98.8
"PER_KM2","EL622",2003,166.9
"PER_KM2","EL623",2003,41.6
"PER_KM2","EL624",2003,66.3
"PER_KM2","EL63",2003,63.4
"PER_KM2","EL631",2003,41.7
"PER_KM2","EL632",2003,97.6
"PER_KM2","EL633",2003,64
"PER_KM2","EL64",2003,36.2
"PER_KM2","EL641",2003,40.4
"PER_KM2","EL642",2003,52.2
"PER_KM2","EL643",2003,11
"PER_KM2","EL644",2003,36.6
"PER_KM2","EL645",2003,19.3
"PER_KM2","EL65",2003,38.1
"PER_KM2","EL651",2003,29
"PER_KM2","EL652",2003,63.8
"PER_KM2","EL653",2003,38.2
"PER_KM2","ES",2003,83.4
"PER_KM2","ES1",2003,94.8
"PER_KM2","ES11",2003,91.6
"PER_KM2","ES111",2003,138.7
"PER_KM2","ES112",2003,36
"PER_KM2","ES113",2003,46.3
"PER_KM2","ES114",2003,203.3
"PER_KM2","ES12",2003,100.2
"PER_KM2","ES120",2003,100.2
"PER_KM2","ES13",2003,102.4
"PER_KM2","ES130",2003,102.4
"PER_KM2","ES2",2003,59.5
"PER_KM2","ES21",2003,290
"PER_KM2","ES211",2003,96.3
"PER_KM2","ES212",2003,342.6
"PER_KM2","ES213",2003,508.2
"PER_KM2","ES22",2003,55.1
"PER_KM2","ES220",2003,55.1
"PER_KM2","ES23",2003,57.1
"PER_KM2","ES230",2003,57.1
"PER_KM2","ES24",2003,25.8
"PER_KM2","ES241",2003,13.5
"PER_KM2","ES242",2003,9.3
"PER_KM2","ES243",2003,51.1
"PER_KM2","ES3",2003,710.3
"PER_KM2","ES30",2003,710.3
"PER_KM2","ES300",2003,710.3
"PER_KM2","ES4",2003,24.8
"PER_KM2","ES41",2003,26.2
"PER_KM2","ES411",2003,20.4
"PER_KM2","ES412",2003,24.7
"PER_KM2","ES413",2003,31.3
"PER_KM2","ES414",2003,21.5
"PER_KM2","ES415",2003,28
"PER_KM2","ES416",2003,21.8
"PER_KM2","ES417",2003,8.9
"PER_KM2","ES418",2003,62.2
"PER_KM2","ES419",2003,18.7
"PER_KM2","ES42",2003,22.8
"PER_KM2","ES421",2003,25
"PER_KM2","ES422",2003,24.5
"PER_KM2","ES423",2003,11.8
"PER_KM2","ES424",2003,15.4
"PER_KM2","ES425",2003,36.9
"PER_KM2","ES43",2003,25.5
"PER_KM2","ES431",2003,30.2
"PER_KM2","ES432",2003,20.4
"PER_KM2","ES5",2003,197.4
"PER_KM2","ES51",2003,206.6
"PER_KM2","ES511",2003,647.5
"PER_KM2","ES512",2003,102.5
"PER_KM2","ES513",2003,30.9
"PER_KM2","ES514",2003,102.9
"PER_KM2","ES52",2003,188.4
"PER_KM2","ES521",2003,270.3
"PER_KM2","ES522",2003,77
"PER_KM2","ES523",2003,212.7
"PER_KM2","ES53",2003,179.9
"PER_KM2","ES531",2003,158.7
"PER_KM2","ES532",2003,196.9
"PER_KM2","ES533",2003,111
"PER_KM2","ES6",2003,90.4
"PER_KM2","ES61",2003,86.1
"PER_KM2","ES611",2003,64.8
"PER_KM2","ES612",2003,152.9
"PER_KM2","ES613",2003,55.8
"PER_KM2","ES614",2003,66.2
"PER_KM2","ES615",2003,46.5
"PER_KM2","ES616",2003,48
"PER_KM2","ES617",2003,185.6
"PER_KM2","ES618",2003,125.1
"PER_KM2","ES62",2003,111.3
"PER_KM2","ES620",2003,111.3
"PER_KM2","ES63",2003,3753.9
"PER_KM2","ES630",2003,3753.9
"PER_KM2","ES64",2003,5005.2
"PER_KM2","ES640",2003,5005.2
"PER_KM2","ES7",2003,239
"PER_KM2","ES70",2003,239
"PER_KM2","ES703",2003,34.5
"PER_KM2","ES704",2003,41.6
"PER_KM2","ES705",2003,484.2
"PER_KM2","ES706",2003,53.5
"PER_KM2","ES707",2003,113
"PER_KM2","ES708",2003,126.5
"PER_KM2","ES709",2003,363.4
"PER_KM2","EU27",2003,113.3
"PER_KM2","EU28",2003,112.8
"PER_KM2","FI",2003,17.1
"PER_KM2","FI1",2003,17.1
"PER_KM2","FI19",2003,22.7
"PER_KM2","FI193",2003,15.7
"PER_KM2","FI194",2003,14.4
"PER_KM2","FI195",2003,22.5
"PER_KM2","FI196",2003,29
"PER_KM2","FI197",2003,37.6
"PER_KM2","FI1B",2003,156.4
"PER_KM2","FI1B1",2003,156.4
"PER_KM2","FI1C",2003,35.9
"PER_KM2","FI1C1",2003,42.5
"PER_KM2","FI1C2",2003,32
"PER_KM2","FI1C3",2003,38.6
"PER_KM2","FI1C4",2003,36.4
"PER_KM2","FI1C5",2003,24.1
"PER_KM2","FI1D",2003,6.4
"PER_KM2","FI1D1",2003,11.6
"PER_KM2","FI1D2",2003,15
"PER_KM2","FI1D3",2003,9.5
"PER_KM2","FI1D4",2003,4
"PER_KM2","FI1D5",2003,13.3
"PER_KM2","FI1D6",2003,10.5
"PER_KM2","FI1D7",2003,2
"PER_KM2","FI1D8",2003,4.1
"PER_KM2","FI1D9",2003,10.3
"PER_KM2","FI2",2003,17.2
"PER_KM2","FI20",2003,17.2
"PER_KM2","FI200",2003,17.2
"PER_KM2","FR",2003,98.1
"PER_KM2","FR1",2003,941.6
"PER_KM2","FR10",2003,941.6
"PER_KM2","FR101",2003,20476.5
"PER_KM2","FR102",2003,210.2
"PER_KM2","FR103",2003,604.2
"PER_KM2","FR104",2003,650.6
"PER_KM2","FR105",2003,8519.4
"PER_KM2","FR106",2003,6141
"PER_KM2","FR107",2003,5188.8
"PER_KM2","FR108",2003,912.3
"PER_KM2","FR2",2003,72.6
"PER_KM2","FR21",2003,52.3
"PER_KM2","FR211",2003,55
"PER_KM2","FR212",2003,49.4
"PER_KM2","FR213",2003,69.3
"PER_KM2","FR214",2003,30.6
"PER_KM2","FR22",2003,97
"PER_KM2","FR221",2003,72.8
"PER_KM2","FR222",2003,133.7
"PER_KM2","FR223",2003,91
"PER_KM2","FR23",2003,146.1
"PER_KM2","FR231",2003,92.3
"PER_KM2","FR232",2003,197.9
"PER_KM2","FR24",2003,63.6
"PER_KM2","FR241",2003,43.5
"PER_KM2","FR242",2003,70.7
"PER_KM2","FR243",2003,34.2
"PER_KM2","FR244",2003,93.1
"PER_KM2","FR245",2003,50.6
"PER_KM2","FR246",2003,93.7
"PER_KM2","FR25",2003,82.2
"PER_KM2","FR251",2003,119.5
"PER_KM2","FR252",2003,82.3
"PER_KM2","FR253",2003,48
"PER_KM2","FR26",2003,51.3
"PER_KM2","FR261",2003,58.6
"PER_KM2","FR262",2003,32.8
"PER_KM2","FR263",2003,63.9
"PER_KM2","FR264",2003,45.4
"PER_KM2","FR3",2003,323
"PER_KM2","FR30",2003,323
"PER_KM2","FR301",2003,445.9
"PER_KM2","FR302",2003,217.2
"PER_KM2","FR4",2003,109.3
"PER_KM2","FR41",2003,98.8
"PER_KM2","FR411",2003,137.5
"PER_KM2","FR412",2003,31.1
"PER_KM2","FR413",2003,166
"PER_KM2","FR414",2003,64.8
"PER_KM2","FR42",2003,215.6
"PER_KM2","FR421",2003,222.8
"PER_KM2","FR422",2003,205.9
"PER_KM2","FR43",2003,70.3
"PER_KM2","FR431",2003,97.4
"PER_KM2","FR432",2003,51
"PER_KM2","FR433",2003,43.6
"PER_KM2","FR434",2003,229.5
"PER_KM2","FR5",2003,94.9
"PER_KM2","FR51",2003,104.8
"PER_KM2","FR511",2003,175.5
"PER_KM2","FR512",2003,105.2
"PER_KM2","FR513",2003,56.8
"PER_KM2","FR514",2003,87.8
"PER_KM2","FR515",2003,85.5
"PER_KM2","FR52",2003,111.1
"PER_KM2","FR521",2003,81.4
"PER_KM2","FR522",2003,129.4
"PER_KM2","FR523",2003,135.2
"PER_KM2","FR524",2003,99
"PER_KM2","FR53",2003,65.6
"PER_KM2","FR531",2003,57.8
"PER_KM2","FR532",2003,84.9
"PER_KM2","FR533",2003,59
"PER_KM2","FR534",2003,58.8
"PER_KM2","FR6",2003,62.3
"PER_KM2","FR61",2003,73.6
"PER_KM2","FR611",2003,43.9
"PER_KM2","FR612",2003,135.3
"PER_KM2","FR613",2003,37.8
"PER_KM2","FR614",2003,58.9
"PER_KM2","FR615",2003,81.5
"PER_KM2","FR62",2003,59.3
"PER_KM2","FR621",2003,29.2
"PER_KM2","FR622",2003,30.9
"PER_KM2","FR623",2003,179.6
"PER_KM2","FR624",2003,28.4
"PER_KM2","FR625",2003,31.9
"PER_KM2","FR626",2003,50.6
"PER_KM2","FR627",2003,62
"PER_KM2","FR628",2003,58.8
"PER_KM2","FR63",2003,42.7
"PER_KM2","FR631",2003,40.5
"PER_KM2","FR632",2003,22.2
"PER_KM2","FR633",2003,65.5
"PER_KM2","FR7",2003,103.3
"PER_KM2","FR71",2003,134.5
"PER_KM2","FR711",2003,94.9
"PER_KM2","FR712",2003,54
"PER_KM2","FR713",2003,70
"PER_KM2","FR714",2003,153.5
"PER_KM2","FR715",2003,154.1
"PER_KM2","FR716",2003,503.1
"PER_KM2","FR717",2003,65
"PER_KM2","FR718",2003,153.1
"PER_KM2","FR72",2003,50.9
"PER_KM2","FR721",2003,46.8
"PER_KM2","FR722",2003,26.2
"PER_KM2","FR723",2003,43.3
"PER_KM2","FR724",2003,77.3
"PER_KM2","FR8",2003,110
"PER_KM2","FR81",2003,89.2
"PER_KM2","FR811",2003,53.6
"PER_KM2","FR812",2003,112.8
"PER_KM2","FR813",2003,157.5
"PER_KM2","FR814",2003,14.6
"PER_KM2","FR815",2003,101.3
"PER_KM2","FR82",2003,149.6
"PER_KM2","FR821",2003,21.5
"PER_KM2","FR822",2003,23
"PER_KM2","FR823",2003,244
"PER_KM2","FR824",2003,373.2
"PER_KM2","FR825",2003,159.5
"PER_KM2","FR826",2003,146
"PER_KM2","FR83",2003,32.4
"PER_KM2","FR831",2003,32.2
"PER_KM2","FR832",2003,32.6
