"unit","geo","time","values"
"PER_KM2","DE944",2015,1330.4
"PER_KM2","DE945",2015,708.1
"PER_KM2","DE946",2015,165.1
"PER_KM2","DE947",2015,146.5
"PER_KM2","DE948",2015,115.2
"PER_KM2","DE949",2015,110.1
"PER_KM2","DE94A",2015,159.7
"PER_KM2","DE94B",2015,137.5
"PER_KM2","DE94C",2015,153.5
"PER_KM2","DE94D",2015,119.9
"PER_KM2","DE94E",2015,167.2
"PER_KM2","DE94F",2015,168.3
"PER_KM2","DE94G",2015,107.9
"PER_KM2","DE94H",2015,86.5
"PER_KM2","DEA",2015,520.4
"PER_KM2","DEA1",2015,971.6
"PER_KM2","DEA11",2015,2803.5
"PER_KM2","DEA12",2015,2095.9
"PER_KM2","DEA13",2015,2753.4
"PER_KM2","DEA14",2015,1621.9
"PER_KM2","DEA15",2015,1520.1
"PER_KM2","DEA16",2015,1848.3
"PER_KM2","DEA17",2015,2728.7
"PER_KM2","DEA18",2015,1456.7
"PER_KM2","DEA19",2015,1752.8
"PER_KM2","DEA1A",2015,2069.9
"PER_KM2","DEA1B",2015,249.5
"PER_KM2","DEA1C",2015,1180.6
"PER_KM2","DEA1D",2015,774.8
"PER_KM2","DEA1E",2015,526.4
"PER_KM2","DEA1F",2015,441
"PER_KM2","DEA2",2015,596.3
"PER_KM2","DEA22",2015,2243.9
"PER_KM2","DEA23",2015,2601.6
"PER_KM2","DEA24",2015,2057.1
"PER_KM2","DEA26",2015,277
"PER_KM2","DEA27",2015,656.8
"PER_KM2","DEA28",2015,151.9
"PER_KM2","DEA29",2015,399.6
"PER_KM2","DEA2A",2015,296
"PER_KM2","DEA2B",2015,643.3
"PER_KM2","DEA2C",2015,512.6
"PER_KM2","DEA2D",2015,779.1
"PER_KM2","DEA3",2015,375.5
"PER_KM2","DEA31",2015,1154.3
"PER_KM2","DEA32",2015,2466.8
"PER_KM2","DEA33",2015,1010.3
"PER_KM2","DEA34",2015,258.6
"PER_KM2","DEA35",2015,195.3
"PER_KM2","DEA36",2015,808.7
"PER_KM2","DEA37",2015,245.1
"PER_KM2","DEA38",2015,208.8
"PER_KM2","DEA4",2015,313.3
"PER_KM2","DEA41",2015,1279.7
"PER_KM2","DEA42",2015,369
"PER_KM2","DEA43",2015,557
"PER_KM2","DEA44",2015,119.4
"PER_KM2","DEA45",2015,279.2
"PER_KM2","DEA46",2015,270.1
"PER_KM2","DEA47",2015,241.9
"PER_KM2","DEA5",2015,446.5
"PER_KM2","DEA51",2015,2488.4
"PER_KM2","DEA52",2015,2076
"PER_KM2","DEA53",2015,1174.3
"PER_KM2","DEA54",2015,787.6
"PER_KM2","DEA55",2015,3043.7
"PER_KM2","DEA56",2015,791.3
"PER_KM2","DEA57",2015,134
"PER_KM2","DEA58",2015,391.1
"PER_KM2","DEA59",2015,190.4
"PER_KM2","DEA5A",2015,245.7
"PER_KM2","DEA5B",2015,225.6
"PER_KM2","DEA5C",2015,725.4
"PER_KM2","DEB",2015,203.1
"PER_KM2","DEB1",2015,183.6
"PER_KM2","DEB11",2015,1066.8
"PER_KM2","DEB12",2015,161.6
"PER_KM2","DEB13",2015,200.5
"PER_KM2","DEB14",2015,181
"PER_KM2","DEB15",2015,103.7
"PER_KM2","DEB16",2015,86.4
"PER_KM2","DEB17",2015,258.2
"PER_KM2","DEB18",2015,287.1
"PER_KM2","DEB19",2015,106.2
"PER_KM2","DEB1A",2015,156.7
"PER_KM2","DEB1B",2015,201.9
"PER_KM2","DEB1C",2015,86.4
"PER_KM2","DEB1D",2015,106.1
"PER_KM2","DEB2",2015,107
"PER_KM2","DEB21",2015,954.6
"PER_KM2","DEB22",2015,95.4
"PER_KM2","DEB23",2015,59.5
"PER_KM2","DEB24",2015,66.6
"PER_KM2","DEB25",2015,133
"PER_KM2","DEB3",2015,295.1
"PER_KM2","DEB31",2015,1091.9
"PER_KM2","DEB32",2015,699.7
"PER_KM2","DEB33",2015,541.1
"PER_KM2","DEB34",2015,2133.4
"PER_KM2","DEB35",2015,2126.4
"PER_KM2","DEB36",2015,451.1
"PER_KM2","DEB37",2015,657.1
"PER_KM2","DEB38",2015,1164.4
"PER_KM2","DEB39",2015,748.2
"PER_KM2","DEB3A",2015,480.8
"PER_KM2","DEB3B",2015,215.4
"PER_KM2","DEB3C",2015,221.6
"PER_KM2","DEB3D",2015,116.4
"PER_KM2","DEB3E",2015,273.8
"PER_KM2","DEB3F",2015,163.5
"PER_KM2","DEB3G",2015,123.6
"PER_KM2","DEB3H",2015,172.1
"PER_KM2","DEB3I",2015,494.4
"PER_KM2","DEB3J",2015,341.5
"PER_KM2","DEB3K",2015,101.1
"PER_KM2","DEC",2015,386
"PER_KM2","DEC0",2015,386
"PER_KM2","DEC01",2015,794.4
"PER_KM2","DEC02",2015,185.8
"PER_KM2","DEC03",2015,533.5
"PER_KM2","DEC04",2015,427.7
"PER_KM2","DEC05",2015,344.6
"PER_KM2","DEC06",2015,186.1
"PER_KM2","DED",2015,220.6
"PER_KM2","DED2",2015,201.1
"PER_KM2","DED21",2015,1646.5
"PER_KM2","DED2C",2015,127.9
"PER_KM2","DED2D",2015,123.2
"PER_KM2","DED2E",2015,168
"PER_KM2","DED2F",2015,149.1
"PER_KM2","DED4",2015,224.3
"PER_KM2","DED41",2015,1113.5
"PER_KM2","DED42",2015,190.7
"PER_KM2","DED43",2015,147.7
"PER_KM2","DED44",2015,164.6
"PER_KM2","DED45",2015,341.9
"PER_KM2","DED5",2015,253.4
"PER_KM2","DED51",2015,1853.9
"PER_KM2","DED52",2015,156.3
"PER_KM2","DED53",2015,97.3
"PER_KM2","DEE",2015,109.5
"PER_KM2","DEE0",2015,109.5
"PER_KM2","DEE01",2015,338.7
"PER_KM2","DEE02",2015,1738.7
"PER_KM2","DEE03",2015,1164.3
"PER_KM2","DEE04",2015,37.6
"PER_KM2","DEE05",2015,113.4
"PER_KM2","DEE06",2015,58
"PER_KM2","DEE07",2015,73.2
"PER_KM2","DEE08",2015,130.2
"PER_KM2","DEE09",2015,104.7
"PER_KM2","DEE0A",2015,97.8
"PER_KM2","DEE0B",2015,130
"PER_KM2","DEE0C",2015,137.9
"PER_KM2","DEE0D",2015,47.4
"PER_KM2","DEE0E",2015,66.6
"PER_KM2","DEF",2015,180
"PER_KM2","DEF0",2015,180
"PER_KM2","DEF01",2015,1496.8
"PER_KM2","DEF02",2015,2056.5
"PER_KM2","DEF03",2015,1006.2
"PER_KM2","DEF04",2015,1088.8
"PER_KM2","DEF05",2015,93
"PER_KM2","DEF06",2015,151.9
"PER_KM2","DEF07",2015,78.3
"PER_KM2","DEF08",2015,142.8
"PER_KM2","DEF09",2015,460.5
"PER_KM2","DEF0A",2015,117.8
"PER_KM2","DEF0B",2015,123.1
"PER_KM2","DEF0C",2015,94.7
"PER_KM2","DEF0D",2015,198.1
"PER_KM2","DEF0E",2015,123.9
"PER_KM2","DEF0F",2015,310.9
"PER_KM2","DEG",2015,133.6
"PER_KM2","DEG0",2015,133.6
"PER_KM2","DEG01",2015,771
"PER_KM2","DEG02",2015,626.7
"PER_KM2","DEG03",2015,946.7
"PER_KM2","DEG04",2015,354.3
"PER_KM2","DEG05",2015,759.6
"PER_KM2","DEG06",2015,107.1
"PER_KM2","DEG07",2015,119.3
"PER_KM2","DEG09",2015,106.7
"PER_KM2","DEG0A",2015,74.3
"PER_KM2","DEG0B",2015,103.1
"PER_KM2","DEG0C",2015,145.4
"PER_KM2","DEG0D",2015,87.4
"PER_KM2","DEG0E",2015,68.9
"PER_KM2","DEG0F",2015,129.5
"PER_KM2","DEG0G",2015,101.8
"PER_KM2","DEG0H",2015,130.9
"PER_KM2","DEG0I",2015,105.7
"PER_KM2","DEG0J",2015,104.4
"PER_KM2","DEG0K",2015,72
"PER_KM2","DEG0L",2015,119.7
"PER_KM2","DEG0M",2015,162.6
"PER_KM2","DEG0N",2015,405.3
"PER_KM2","DEG0P",2015,96.2
"PER_KM2","DK",2015,132.4
"PER_KM2","DK0",2015,132.4
"PER_KM2","DK01",2015,695.1
"PER_KM2","DK011",2015,4170.2
"PER_KM2","DK012",2015,1571
"PER_KM2","DK013",2015,314
"PER_KM2","DK014",2015,67.8
"PER_KM2","DK02",2015,114.1
"PER_KM2","DK021",2015,301.1
"PER_KM2","DK022",2015,90.5
"PER_KM2","DK03",2015,98.6
"PER_KM2","DK031",2015,140.9
"PER_KM2","DK032",2015,81.9
"PER_KM2","DK04",2015,99
"PER_KM2","DK041",2015,59.5
"PER_KM2","DK042",2015,147.5
"PER_KM2","DK05",2015,74.1
"PER_KM2","DK050",2015,74.1
"PER_KM2","EE",2015,30.3
"PER_KM2","EE0",2015,30.3
"PER_KM2","EE00",2015,30.3
"PER_KM2","EE001",2015,132.5
"PER_KM2","EE004",2015,13.6
"PER_KM2","EE006",2015,13.8
"PER_KM2","EE007",2015,43.9
"PER_KM2","EE008",2015,20.5
"PER_KM2","EFTA",2015,31.1
"PER_KM2","EL",2015,82.7
"PER_KM2","EL3",2015,999
"PER_KM2","EL30",2015,999
"PER_KM2","EL301",2015,4280.6
"PER_KM2","EL302",2015,7206.2
"PER_KM2","EL303",2015,10932.2
"PER_KM2","EL304",2015,7712.6
"PER_KM2","EL305",2015,364.8
"PER_KM2","EL306",2015,175.6
"PER_KM2","EL307",2015,553.1
"PER_KM2","EL4",2015,66.7
"PER_KM2","EL41",2015,51.6
"PER_KM2","EL411",2015,47.5
"PER_KM2","EL412",2015,54.3
"PER_KM2","EL413",2015,58.9
"PER_KM2","EL42",2015,63.3
"PER_KM2","EL421",2015,76.6
"PER_KM2","EL422",2015,49.4
"PER_KM2","EL43",2015,75.8
"PER_KM2","EL431",2015,117.7
"PER_KM2","EL432",2015,41.1
"PER_KM2","EL433",2015,58.3
"PER_KM2","EL434",2015,66.8
"PER_KM2","EL5",2015,60.6
"PER_KM2","EL51",2015,43.1
"PER_KM2","EL511",2015,35
"PER_KM2","EL512",2015,63.9
"PER_KM2","EL513",2015,44.5
"PER_KM2","EL514",2015,28.1
"PER_KM2","EL515",2015,64.9
"PER_KM2","EL52",2015,100
"PER_KM2","EL521",2015,84.1
"PER_KM2","EL522",2015,313.8
"PER_KM2","EL523",2015,32.2
"PER_KM2","EL524",2015,56.3
"PER_KM2","EL525",2015,86.6
"PER_KM2","EL526",2015,43.9
"PER_KM2","EL527",2015,33.9
"PER_KM2","EL53",2015,29.7
"PER_KM2","EL531",2015,30.6
"PER_KM2","EL532",2015,28.6
"PER_KM2","EL533",2015,27.8
"PER_KM2","EL54",2015,37.2
"PER_KM2","EL541",2015,47.7
"PER_KM2","EL542",2015,29.9
"PER_KM2","EL543",2015,33.9
"PER_KM2","EL6",2015,47.2
"PER_KM2","EL61",2015,52.2
"PER_KM2","EL611",2015,40.2
"PER_KM2","EL612",2015,53
"PER_KM2","EL613",2015,78
"PER_KM2","EL62",2015,89.9
"PER_KM2","EL621",2015,99.2
"PER_KM2","EL622",2015,162.8
"PER_KM2","EL623",2015,43.2
"PER_KM2","EL624",2015,67.6
"PER_KM2","EL63",2015,60.6
"PER_KM2","EL631",2015,39.6
"PER_KM2","EL632",2015,93.8
"PER_KM2","EL633",2015,61
"PER_KM2","EL64",2015,36.1
"PER_KM2","EL641",2015,41.1
"PER_KM2","EL642",2015,51.4
"PER_KM2","EL643",2015,10.8
"PER_KM2","EL644",2015,36.3
"PER_KM2","EL645",2015,20.1
"PER_KM2","EL65",2015,37.6
"PER_KM2","EL651",2015,27.8
"PER_KM2","EL652",2015,65.1
"PER_KM2","EL653",2015,37.9
"PER_KM2","ES",2015,92.5
"PER_KM2","ES1",2015,96.4
"PER_KM2","ES11",2015,92.9
"PER_KM2","ES111",2015,142.8
"PER_KM2","ES112",2015,34.4
"PER_KM2","ES113",2015,44
"PER_KM2","ES114",2015,211.9
"PER_KM2","ES12",2015,99
"PER_KM2","ES120",2015,99
"PER_KM2","ES13",2015,110.9
"PER_KM2","ES130",2015,110.9
"PER_KM2","ES2",2015,63.4
"PER_KM2","ES21",2015,301.3
"PER_KM2","ES211",2015,106.8
"PER_KM2","ES212",2015,359.4
"PER_KM2","ES213",2015,514.6
"PER_KM2","ES22",2015,61.6
"PER_KM2","ES220",2015,61.6
"PER_KM2","ES23",2015,62.2
"PER_KM2","ES230",2015,62.2
"PER_KM2","ES24",2015,27.9
"PER_KM2","ES241",2015,14.3
"PER_KM2","ES242",2015,9.3
"PER_KM2","ES243",2015,56.4
"PER_KM2","ES3",2015,803.9
"PER_KM2","ES30",2015,803.9
"PER_KM2","ES300",2015,803.9
"PER_KM2","ES4",2015,26.3
"PER_KM2","ES41",2015,26.3
"PER_KM2","ES411",2015,20.6
"PER_KM2","ES412",2015,25.3
"PER_KM2","ES413",2015,30.8
"PER_KM2","ES414",2015,20.6
"PER_KM2","ES415",2015,27.8
"PER_KM2","ES416",2015,22.7
"PER_KM2","ES417",2015,8.9
"PER_KM2","ES418",2015,65
"PER_KM2","ES419",2015,17.6
"PER_KM2","ES42",2015,26
"PER_KM2","ES421",2015,26.5
"PER_KM2","ES422",2015,25.9
"PER_KM2","ES423",2015,12.1
"PER_KM2","ES424",2015,21
"PER_KM2","ES425",2015,45.2
"PER_KM2","ES43",2015,26.7
"PER_KM2","ES431",2015,32.1
"PER_KM2","ES432",2015,20.7
"PER_KM2","ES5",2015,224.3
"PER_KM2","ES51",2015,231.9
"PER_KM2","ES511",2015,705.8
"PER_KM2","ES512",2015,125.8
"PER_KM2","ES513",2015,35.6
"PER_KM2","ES514",2015,126.5
"PER_KM2","ES52",2015,213.3
"PER_KM2","ES521",2015,320.3
"PER_KM2","ES522",2015,86.6
"PER_KM2","ES523",2015,234
"PER_KM2","ES53",2015,226.8
"PER_KM2","ES531",2015,241.6
"PER_KM2","ES532",2015,241.8
"PER_KM2","ES533",2015,134.1
"PER_KM2","ES6",2015,102.4
"PER_KM2","ES61",2015,96.9
"PER_KM2","ES611",2015,79.1
"PER_KM2","ES612",2015,170.9
"PER_KM2","ES613",2015,58.2
"PER_KM2","ES614",2015,72.9
"PER_KM2","ES615",2015,52.7
"PER_KM2","ES616",2015,48.6
"PER_KM2","ES617",2015,225.5
"PER_KM2","ES618",2015,139.7
"PER_KM2","ES62",2015,129.7
"PER_KM2","ES620",2015,129.7
"PER_KM2","ES63",2015,4456.4
"PER_KM2","ES630",2015,4456.4
"PER_KM2","ES64",2015,6512.8
"PER_KM2","ES640",2015,6512.8
"PER_KM2","ES7",2015,286.3
"PER_KM2","ES70",2015,286.3
"PER_KM2","ES703",2015,39.7
"PER_KM2","ES704",2015,66.9
"PER_KM2","ES705",2015,549.6
"PER_KM2","ES706",2015,57.5
"PER_KM2","ES707",2015,117.5
"PER_KM2","ES708",2015,168.5
"PER_KM2","ES709",2015,445.9
"PER_KM2","EU27",2015,117.8
"PER_KM2","EU28",2015,117.2
"PER_KM2","FI",2015,18
"PER_KM2","FI1",2015,18
"PER_KM2","FI19",2015,23.6
"PER_KM2","FI193",2015,16.5
"PER_KM2","FI194",2015,14.4
"PER_KM2","FI195",2015,23.4
"PER_KM2","FI196",2015,28.6
"PER_KM2","FI197",2015,40.1
"PER_KM2","FI1B",2015,177.2
"PER_KM2","FI1B1",2015,177.2
"PER_KM2","FI1C",2015,36.9
"PER_KM2","FI1C1",2015,44.4
"PER_KM2","FI1C2",2015,33.7
"PER_KM2","FI1C3",2015,39.4
"PER_KM2","FI1C4",2015,34.8
"PER_KM2","FI1C5",2015,24.7
"PER_KM2","FI1D",2015,6.4
"PER_KM2","FI1D1",2015,10.6
"PER_KM2","FI1D2",2015,14.8
"PER_KM2","FI1D3",2015,9.3
"PER_KM2","FI1D4",2015,3.7
"PER_KM2","FI1D5",2015,13.7
"PER_KM2","FI1D6",2015,11.4
"PER_KM2","FI1D7",2015,2
"PER_KM2","FI1D8",2015,3.7
"PER_KM2","FI1D9",2015,11.1
"PER_KM2","FI2",2015,18.6
"PER_KM2","FI20",2015,18.6
"PER_KM2","FI200",2015,18.6
"PER_KM2","FR",2015,105
"PER_KM2","FR1",2015,1012.4
"PER_KM2","FR10",2015,1012.4
"PER_KM2","FR101",2015,21343.8
"PER_KM2","FR102",2015,237.3
"PER_KM2","FR103",2015,628.9
"PER_KM2","FR104",2015,708.2
"PER_KM2","FR105",2015,9316.4
"PER_KM2","FR106",2015,6778.2
"PER_KM2","FR107",2015,5682.9
"PER_KM2","FR108",2015,980.4
"PER_KM2","FR2",2015,74.4
"PER_KM2","FR21",2015,52.2
"PER_KM2","FR211",2015,52.9
"PER_KM2","FR212",2015,51.6
"PER_KM2","FR213",2015,70.2
"PER_KM2","FR214",2015,28.7
"PER_KM2","FR22",2015,99.6
"PER_KM2","FR221",2015,73
"PER_KM2","FR222",2015,140.5
"PER_KM2","FR223",2015,92.7
"PER_KM2","FR23",2015,151.1
"PER_KM2","FR231",2015,99.9
"PER_KM2","FR232",2015,200.4
"PER_KM2","FR24",2015,65.9
"PER_KM2","FR241",2015,42.6
"PER_KM2","FR242",2015,73.8
"PER_KM2","FR243",2015,32.9
"PER_KM2","FR244",2015,98.9
"PER_KM2","FR245",2015,52.5
"PER_KM2","FR246",2015,99.6
"PER_KM2","FR25",2015,84.1
"PER_KM2","FR251",2015,125.1
"PER_KM2","FR252",2015,84
"PER_KM2","FR253",2015,46.9
"PER_KM2","FR26",2015,51.9
"PER_KM2","FR261",2015,60.9
"PER_KM2","FR262",2015,30.9
"PER_KM2","FR263",2015,64.7
"PER_KM2","FR264",2015,45.9
"PER_KM2","FR3",2015,328.7
"PER_KM2","FR30",2015,328.7
"PER_KM2","FR301",2015,454
"PER_KM2","FR302",2015,220.9
"PER_KM2","FR4",2015,112.4
"PER_KM2","FR41",2015,99.3
"PER_KM2","FR411",2015,140
"PER_KM2","FR412",2015,30.6
"PER_KM2","FR413",2015,167.9
"PER_KM2","FR414",2015,63.1
"PER_KM2","FR42",2015,227.3
"PER_KM2","FR421",2015,235.2
"PER_KM2","FR422",2015,216.6
"PER_KM2","FR43",2015,72.8
"PER_KM2","FR431",2015,102.7
"PER_KM2","FR432",2015,52.1
"PER_KM2","FR433",2015,44.3
"PER_KM2","FR434",2015,237
"PER_KM2","FR5",2015,103.8
"PER_KM2","FR51",2015,116.3
"PER_KM2","FR511",2015,201.5
"PER_KM2","FR512",2015,113.3
"PER_KM2","FR513",2015,59.5
"PER_KM2","FR514",2015,91.6
"PER_KM2","FR515",2015,99.6
"PER_KM2","FR52",2015,121.3
"PER_KM2","FR521",2015,87
"PER_KM2","FR522",2015,134.9
"PER_KM2","FR523",2015,154.7
"PER_KM2","FR524",2015,109.4
"PER_KM2","FR53",2015,69.9
"PER_KM2","FR531",2015,59.3
"PER_KM2","FR532",2015,93.4
"PER_KM2","FR533",2015,62.5
"PER_KM2","FR534",2015,62.3
"PER_KM2","FR6",2015,68.9
"PER_KM2","FR61",2015,81.9
"PER_KM2","FR611",2015,45.8
"PER_KM2","FR612",2015,155.9
"PER_KM2","FR613",2015,43.8
"PER_KM2","FR614",2015,62.2
"PER_KM2","FR615",2015,87.8
"PER_KM2","FR62",2015,66.4
"PER_KM2","FR621",2015,31.2
"PER_KM2","FR622",2015,32
"PER_KM2","FR623",2015,213
"PER_KM2","FR624",2015,30.5
"PER_KM2","FR625",2015,33.2
"PER_KM2","FR626",2015,51.2
"PER_KM2","FR627",2015,67.3
"PER_KM2","FR628",2015,69
"PER_KM2","FR63",2015,43.5
"PER_KM2","FR631",2015,41.3
"PER_KM2","FR632",2015,21.6
"PER_KM2","FR633",2015,68
"PER_KM2","FR7",2015,113.4
"PER_KM2","FR71",2015,149.7
"PER_KM2","FR711",2015,110.2
"PER_KM2","FR712",2015,58.8
"PER_KM2","FR713",2015,77.6
"PER_KM2","FR714",2015,168.8
"PER_KM2","FR715",2015,159
"PER_KM2","FR716",2015,563.7
"PER_KM2","FR717",2015,71.2
"PER_KM2","FR718",2015,182.3
"PER_KM2","FR72",2015,52.4
"PER_KM2","FR721",2015,46.5
"PER_KM2","FR722",2015,25.5
"PER_KM2","FR723",2015,45.6
"PER_KM2","FR724",2015,81.4
"PER_KM2","FR8",2015,120.5
"PER_KM2","FR81",2015,101.7
"PER_KM2","FR811",2015,59.9
"PER_KM2","FR812",2015,126.4
"PER_KM2","FR813",2015,184.7
"PER_KM2","FR814",2015,14.7
"PER_KM2","FR815",2015,114.9
"PER_KM2","FR82",2015,159.8
"PER_KM2","FR821",2015,23.4
"PER_KM2","FR822",2015,25.4
"PER_KM2","FR823",2015,251.8
"PER_KM2","FR824",2015,397.3
"PER_KM2","FR825",2015,176.3
"PER_KM2","FR826",2015,156.7
"PER_KM2","FR83",2015,37.9
"PER_KM2","FR831",2015,38.3
"PER_KM2","FR832",2015,37.5
"PER_KM2","FRA",2015,24.3
"PER_KM2","FRA1",2015,325.6
"PER_KM2","FRA10",2015,325.6
"PER_KM2","FRA2",2015,336.4
"PER_KM2","FRA20",2015,336.4
"PER_KM2","FRA3",2015,3.2
"PER_KM2","FRA30",2015,3.2
"PER_KM2","FRA4",2015,340.8
"PER_KM2","FRA40",2015,340.8
"PER_KM2","FRA5",2015,628.1
"PER_KM2","FRA50",2015,628.1
"PER_KM2","FRB",2015,65.7
"PER_KM2","FRB0",2015,65.7
"PER_KM2","FRB01",2015,42.4
"PER_KM2","FRB02",2015,73.3
"PER_KM2","FRB03",2015,32.8
"PER_KM2","FRB04",2015,99.3
"PER_KM2","FRB05",2015,52.3
"PER_KM2","FRB06",2015,99.8
"PER_KM2","FRC",2015,59
"PER_KM2","FRC1",2015,51.9
"PER_KM2","FRC11",2015,60.8
"PER_KM2","FRC12",2015,30.8
"PER_KM2","FRC13",2015,64.9
"PER_KM2","FRC14",2015,45.9
"PER_KM2","FRC2",2015,72.8
"PER_KM2","FRC21",2015,102.7
"PER_KM2","FRC22",2015,52
"PER_KM2","FRC23",2015,44.3
"PER_KM2","FRC24",2015,240.1
"PER_KM2","FRD",2015,111.3
"PER_KM2","FRD1",2015,83.3
"PER_KM2","FRD11",2015,123.9
"PER_KM2","FRD12",2015,83.1
"PER_KM2","FRD13",2015,46.6
"PER_KM2","FRD2",2015,151.8
"PER_KM2","FRD21",2015,100.7
"PER_KM2","FRD22",2015,200.7
"PER_KM2","FRE",2015,188.9
"PER_KM2","FRE1",2015,328.4
"PER_KM2","FRE11",2015,454.6
"PER_KM2","FRE12",2015,220.2
"PER_KM2","FRE2",2015,99.7
"PER_KM2","FRE21",2015,72.8
"PER_KM2","FRE22",2015,140.4
"PER_KM2","FRE23",2015,93.1
"PER_KM2","FRF",2015,96.9
"PER_KM2","FRF1",2015,227.7
"PER_KM2","FRF11",2015,235.4
"PER_KM2","FRF12",2015,217.2
"PER_KM2","FRF2",2015,52.3
"PER_KM2","FRF21",2015,53
"PER_KM2","FRF22",2015,51.8
"PER_KM2","FRF23",2015,70.3
"PER_KM2","FRF24",2015,28.7
"PER_KM2","FRF3",2015,99.5
"PER_KM2","FRF31",2015,140
"PER_KM2","FRF32",2015,30.6
"PER_KM2","FRF33",2015,169.2
"PER_KM2","FRF34",2015,63
"PER_KM2","FRG",2015,115.8
"PER_KM2","FRG0",2015,115.8
"PER_KM2","FRG01",2015,201.1
"PER_KM2","FRG02",2015,113
"PER_KM2","FRG03",2015,59.1
"PER_KM2","FRG04",2015,91.1
"PER_KM2","FRG05",2015,99
"PER_KM2","FRH",2015,120.5
"PER_KM2","FRH0",2015,120.5
"PER_KM2","FRH01",2015,85.9
"PER_KM2","FRH02",2015,134.5
"PER_KM2","FRH03",2015,153.7
"PER_KM2","FRH04",2015,108.9
"PER_KM2","FRI",2015,70.3
"PER_KM2","FRI1",2015,81.8
"PER_KM2","FRI11",2015,45.2
"PER_KM2","FRI12",2015,157.5
"PER_KM2","FRI13",2015,43.7
"PER_KM2","FRI14",2015,62.3
"PER_KM2","FRI15",2015,87.7
"PER_KM2","FRI2",2015,43.4
"PER_KM2","FRI21",2015,41.2
"PER_KM2","FRI22",2015,21.5
"PER_KM2","FRI23",2015,67.9
"PER_KM2","FRI3",2015,69.7
"PER_KM2","FRI31",2015,59.3
"PER_KM2","FRI32",2015,93
"PER_KM2","FRI33",2015,62.1
"PER_KM2","FRI34",2015,62.1
"PER_KM2","FRJ",2015,79.6
"PER_KM2","FRJ1",2015,101.7
"PER_KM2","FRJ11",2015,58.8
"PER_KM2","FRJ12",2015,127.8
"PER_KM2","FRJ13",2015,185.5
"PER_KM2","FRJ14",2015,14.8
"PER_KM2","FRJ15",2015,115.7
"PER_KM2","FRJ2",2015,66.3
"PER_KM2","FRJ21",2015,31.2
"PER_KM2","FRJ22",2015,31.9
"PER_KM2","FRJ23",2015,212.1
"PER_KM2","FRJ24",2015,30.3
"PER_KM2","FRJ25",2015,33.4
"PER_KM2","FRJ26",2015,50.6
"PER_KM2","FRJ27",2015,67.1
"PER_KM2","FRJ28",2015,69.2
"PER_KM2","FRK",2015,112.3
"PER_KM2","FRK1",2015,52.3
"PER_KM2","FRK11",2015,46.4
"PER_KM2","FRK12",2015,25.4
"PER_KM2","FRK13",2015,45.4
"PER_KM2","FRK14",2015,81.2
"PER_KM2","FRK2",2015,147.7
"PER_KM2","FRK21",2015,113
"PER_KM2","FRK22",2015,58.6
"PER_KM2","FRK23",2015,77.6
"PER_KM2","FRK24",2015,160.3
"PER_KM2","FRK25",2015,159.9
"PER_KM2","FRK26",2015,566.6
"PER_KM2","FRK27",2015,69.3
"PER_KM2","FRK28",2015,174.5
"PER_KM2","FRL",2015,160.6
"PER_KM2","FRL0",2015,160.6
"PER_KM2","FRL01",2015,23.3
"PER_KM2","FRL02",2015,24.9
"PER_KM2","FRL03",2015,252.4
"PER_KM2","FRL04",2015,424.7
"PER_KM2","FRL05",2015,175.2
"PER_KM2","FRL06",2015,157
"PER_KM2","FRM",2015,37.9
"PER_KM2","FRM0",2015,37.9
"PER_KM2","FRM01",2015,38.3
"PER_KM2","FRM02",2015,37.6
"PER_KM2","FRY",2015,24.3
"PER_KM2","FRY1",2015,257
"PER_KM2","FRY10",2015,257
"PER_KM2","FRY2",2015,343.6
"PER_KM2","FRY20",2015,343.6
"PER_KM2","FRY3",2015,3.2
"PER_KM2","FRY30",2015,3.2
"PER_KM2","FRY4",2015,343.8
"PER_KM2","FRY40",2015,343.8
"PER_KM2","FRY5",2015,648.2
"PER_KM2","FRY50",2015,648.2
"PER_KM2","HR",2015,74.4
"PER_KM2","HR0",2015,74.4
"PER_KM2","HR03",2015,56.6
"PER_KM2","HR031",2015,81.3
"PER_KM2","HR032",2015,8.9
"PER_KM2","HR033",2015,46.7
"PER_KM2","HR034",2015,35
"PER_KM2","HR035",2015,99.9
"PER_KM2","HR036",2015,74
"PER_KM2","HR037",2015,68.7
"PER_KM2","HR04",2015,88.1
"PER_KM2","HR041",2015,1249.1
"PER_KM2","HR042",2015,103.5
"PER_KM2","HR043",2015,105
"PER_KM2","HR044",2015,136.3
"PER_KM2","HR045",2015,64.3
"PER_KM2","HR046",2015,154.5
"PER_KM2","HR047",2015,43.1
"PER_KM2","HR048",2015,39.9
"PER_KM2","HR049",2015,40.4
"PER_KM2","HR04A",2015,74.5
"PER_KM2","HR04B",2015,70.9
"PER_KM2","HR04C",2015,69.1
"PER_KM2","HR04D",2015,33.7
"PER_KM2","HR04E",2015,35.9
"PER_KM2","HU",2015,107.9
"PER_KM2","HU1",2015,440.1
"PER_KM2","HU10",2015,432.2
"PER_KM2","HU101",2015,3349.5
"PER_KM2","HU102",2015,192.5
"PER_KM2","HU11",2015,3448.1
"PER_KM2","HU110",2015,3448.1
"PER_KM2","HU12",2015,195.9
"PER_KM2","HU120",2015,195.9
"PER_KM2","HU2",2015,82.8
"PER_KM2","HU21",2015,99.4
"PER_KM2","HU211",2015,97.4
